Date Time,Doc No,Item Code,Item Brand,Item Description,Qty,Unit Price,Gross Total,Discount Amt,Sub Total,Sub Total (ex)
24/12/2025 17:20:15,T01-100985,3610014N,,014N TOILET V/PUMP,1,6.8,6.8,0,6.8,6.8
24/12/2025 17:20:15,T01-100985,"6"" X 6"" PLASTIC GRATING",,"6"" X 6"" PVC GRATING",1,4.9,4.9,0,4.9,4.9
24/12/2025 17:20:15,T01-100985,"743 ANTIQUE DOOR PULL 4""",,"4"" 743# AC DOOR HDL",1,2.9,2.9,0,2.9,2.9
24/12/2025 17:24:15,T01-100986,VT-230-BROWN,,300ML VITAL NAIL-MAX BRN,1,10.9,10.9,0,10.88,10.88
24/12/2025 17:24:15,T01-100986,TR832N,NIPPON PAINT ,"1"" SYN PAINT BRUSH 750",1,6.2,6.2,0,6.19,6.19
24/12/2025 17:24:15,T01-100986,"1/2"" (15MM) PVC VALVE SOCKET",,"1/2"" PVC V/SOCKET",2,0.6,1.2,0,1.2,1.2
24/12/2025 17:24:15,T01-100986,"ITNPVCSPH07(20"")",,"20"" PVC PRESSURE HOSE",1,14,14,0,13.97,13.97
24/12/2025 17:24:15,T01-100986,"MACROLAR DIAMOND CUTTING DISC 4""",CHINA STOCK,"MACROLAR CUTTING DISC 4""",1,15.9,15.9,0,15.87,15.87
24/12/2025 17:24:15,T01-100986,CCP415P4,NIPPON PAINT ,PLATONE HIGH GLOSS P BASE 1L,2,31,62,0,61.9,61.9
24/12/2025 17:24:15,T01-100986,HG/PM-W&D SAND PAPER,,W& D SAND PAPER,3,1,3,0,2.99,2.99
24/12/2025 17:30:29,T01-100987,CCA41509,NIPPON PAINT ,PLATONE HIGH GLOSS A BASE 1L,1,31,31,0,31,31
24/12/2025 17:30:29,T01-100987,WAINSCOTING M012-W,,WAINSCOTING M012-W,3,42,126,0,126,126
24/12/2025 17:30:29,T01-100987,VT-230-BROWN,,300ML VITAL NAIL-MAX BRN,1,10.9,10.9,0,10.9,10.9
24/12/2025 17:30:29,T01-100987,"1605-56 10"" CAULKING GUN",CHINA STOCK,"10"" CAULKING GUN YLW",1,14.9,14.9,0,14.9,14.9
24/12/2025 17:30:29,T01-100987,B-BOND 100G,,100G PVC SOLVENT CEMENT (GLUE),1,4.5,4.5,0,4.5,4.5
24/12/2025 17:30:29,T01-100987,"1/2"" (15MM) PVC P/T  ELBOW",,"1/2"" PVC P/T ELBOW",1,1.2,1.2,0,1.2,1.2
24/12/2025 17:30:29,T01-100987,STAINLESS STEEL 304 TEE,,"1/2"" S/STEEL TEE",1,8.5,8.5,0,8.5,8.5
24/12/2025 17:30:29,T01-100987,4811.41.2000 24MM X 12Y,,MASKING TAPE 24MMx12Y,1,1.5,1.5,0,1.5,1.5
24/12/2025 17:30:29,T01-100987,"1/2""(15MM) PVC PIPE CLIP U",,"1/2"" PVC PIPE CLIP U",4,0.45,1.8,0,1.8,1.8
24/12/2025 17:30:29,T01-100987,"1/2"" PVC CLASS 6 PIPE - FT",,"1/2"" PVC CLASS 6 PIPE",1,16.5,16.5,0,16.5,16.5
24/12/2025 17:30:29,T01-100987,"1/2"" (15MM) PVC VALVE SOCKET",,"1/2"" PVC V/SOCKET",1,0.6,0.6,0,0.6,0.6
24/12/2025 17:30:29,T01-100987,12MM X 15M VOLLA SEAL TAPE,,12MMx15M SEALING TAPE,1,1.8,1.8,0,1.8,1.8
24/12/2025 17:31:04,T01-100988,CKS-SR10,,KLEENSO STAIN REMOVER 1LT,1,17.9,17.9,0,17.9,17.9
24/12/2025 17:39:37,T01-100989,16 GREEN LINE LASER WITH STAND & WALL BRACKET,CHINA STOCK,16 LINE LASER GRN W/STAND & WALL BRAC,2,229,458,0,458,458
24/12/2025 17:39:37,T01-100989,"BOSCH S1122BF 9"" FLEXIBLE FOR METAL",BOSCH,"S1122BF 9"" FLEX FOR METAL",2,22,44,0,44,44
24/12/2025 17:39:37,T01-100989,10MM PP ROPE,,10MM PP ROPE,0.5,23.5,11.75,0,11.75,11.75
24/12/2025 17:42:18,T01-100990,0.3MMx122x115Y TRANSPARENT SHEET,CHINA STOCK,TRANS/SHEET 0.3MM,0.5,9,4.5,0,4.5,4.5
24/12/2025 17:48:42,T01-100991,SYW5234,CHINA STOCK,"SYW 5/16""x2-3/4"" M10 ANCHOR",5,0.7,3.5,0,3.5,3.5
24/12/2025 18:06:38,T01-100992,20MM CABLE CLIP 30PCS,CHINA STOCK,20MM CABLE CLIP 30pcs,1,5.6,5.6,0,5.6,5.6
24/12/2025 18:06:38,T01-100992,20MMX4MTR PPRP-PN16(C),,20 X 4M PPR PIPE-PN16(C),1.5,2.3,3.45,0,3.45,3.45
24/12/2025 18:08:07,T01-100993,"3"" X 680 BOSSKU P/BRUSH",,"3"" X 680 BOSSKU P/BRUSH",1,4,4,0,4,4
24/12/2025 18:08:07,T01-100993,MAXIWHITE,,MAXIWHITE 1 LITER,1,11,11,0,11,11
24/12/2025 18:09:33,T01-100994,3120600,,600 4' COTTON MOP,1,21.5,21.5,0,21.5,21.5
24/12/2025 18:15:25,T01-100995,WOODFLOAT3003/,,"3/8"" X 4"" WOOD FLOAT",1,10.5,10.5,0,10.5,10.5
24/12/2025 18:37:42,T01-100996,T1-GPW-325,,GP THINNER WHT 325ML,1,4.8,4.8,0,4.8,4.8
24/12/2025 18:38:57,T01-100997,WCRB302,,302 WC RUBBER 38MM,1,5.5,5.5,0,5.5,5.5
25/12/2025 08:11:31,T01-100998,SIVO9LD,,"9"" L/D SIDE INLET VALVE",2,5.5,11,0,11,11
25/12/2025 08:40:03,T01-100999,6MM PP ROPE,,6MM PP ROPE,0.2,23.5,4.7,0,4.7,4.7
25/12/2025 08:40:03,T01-100999,SE039P/PNT3006,,RH039 3 PIN TRAVEL ADAP,1,3.9,3.9,0,3.9,3.9
25/12/2025 08:48:34,T01-101000,9.6E+12,,"5/8""x5M ORANGE HOSE",1,25,25,0,25,25
25/12/2025 09:19:40,T01-101001,3METER EXTENSION POLE RED,CHINA STOCK,3M EXTENSION POLE RED,2,15.5,31,0,31,31
25/12/2025 09:19:40,T01-101001,"7"" P.ROLLER HANDLE",CHINA STOCK,"7"" P.ROLLER HANDLE",1,4.5,4.5,0,4.5,4.5
25/12/2025 09:20:32,T01-101002,F4011 IFAN 105CM PVC FLEXIBLE HOSE,CHINA STOCK,"42"" IFAN PVC FLEX/HOSE",-1,16.5,-16.5,0,-16.5,-16.5
25/12/2025 09:20:32,T01-101002,"1/2"" (15MM) PVC P/T SOCKET",,"1/2"" PVC P/T SOCKET",2,0.8,1.6,0,1.6,1.6
25/12/2025 09:20:32,T01-101002,JPN70/100G,,100G PVC GLUE NO.70 ORG,1,5.8,5.8,0,5.8,5.8
25/12/2025 09:20:32,T01-101002,"1/2"" PVC CLASS 6 PIPE - FT",,"1/2"" PVC CLASS 6 PIPE",4,1.5,6,0,6,6
25/12/2025 09:20:32,T01-101002,VM262-D-WP-CT,,VM262 TORCH  LIGHTER,1,5.5,5.5,0,5.5,5.5
25/12/2025 09:35:08,T01-101003,5KG ASG JOINT COMPOUND,,5KG ASG JOINT COMPOUND,1,19,19,0,19,19
25/12/2025 09:35:08,T01-101003,"PVC PAINT TRAY 7"" 9 X 32CM",CHINA STOCK,"PVC PAINT TRAY 7"" 9 X 32CM",2,3,6,0,6,6
25/12/2025 09:40:13,T01-101004,6000370,,370 DUSTPAN W/HDL,1,6.2,6.2,0,6.15,6.15
25/12/2025 09:40:13,T01-101004,803323P,,323P 4' NYLON BROOM,1,9,9,0,8.93,8.93
25/12/2025 09:40:13,T01-101004,8039020,,902 4' NYLON BROOM,1,10,10,0,9.92,9.92
25/12/2025 09:41:11,T01-101005,U3913,,3913 13A SWITCH SOC,1,6.7,6.7,0,6.7,6.7
25/12/2025 09:41:11,T01-101005,2503003004,,3 X 3 PVC BASE,1,0.9,0.9,0,0.9,0.9
25/12/2025 09:41:11,T01-101005,2503008014/2503008104,,PVC WIRE TAPE (BLACK),1,1,1,0,1,1
25/12/2025 09:41:11,T01-101005,3.0M INLET HOSE W/JOINT - WHITE,CHINA STOCK,3.0M INLET HOSE W/JOINT,1,27.9,27.9,0,27.9,27.9
25/12/2025 09:42:16,T01-101006,4811.41.2000 48MM X 12Y,,MASKING TAPE 48MMX12Y,1,15,15,0,15,15
25/12/2025 09:42:16,T01-101006,VM258-C-WP-CT,,VM258-C-WP-CT TORCH LIGHTER,1,9,9,0,9,9
25/12/2025 09:42:16,T01-101006,"SCREWDRIVER 5""X5(-)",CHINA STOCK,"5""x5MM(-) COLOR S/DRIVER",1,6,6,0,6,6
25/12/2025 09:48:21,T01-101007,VOV102A40,,DUAL FLUSH OUTLET VALVE 40MM,2,45,90,0,90,90
25/12/2025 09:50:48,T01-101008,"7"" ZI TONG PAINT ROLLER REFILL",CHINA STOCK,"ZI TONG 7"" P.ROLLER REFILL",1,6,6,0,6,6
25/12/2025 09:50:48,T01-101008,"7"" P.ROLLER HANDLE",CHINA STOCK,"7"" P.ROLLER HANDLE",1,4.5,4.5,0,4.5,4.5
25/12/2025 09:57:11,T01-101009,"2"" X 680 DOMINO PAINT BRUSH",,"2"" X 680 PAINT BRUSH",1,3,3,0,3,3
25/12/2025 10:03:48,T01-101010,EUROPE PIN NO15 9MMX2'X4',,2 X 4 CEILING BOARD,2,13.5,27,0,27,27
25/12/2025 10:05:04,T01-101011,BOLT & NUT  HEXAGON,,BOLT & NUT & CHAIN & WASHER,0.07,17.5,1.23,0,1.23,1.23
25/12/2025 10:06:18,T01-101012,50G RUBBER GLOVE RED+YELLOW,CHINA STOCK,HOUSEHOLD RUBBER GLOVE RED+YLW,1,5.5,5.5,0,5.5,5.5
25/12/2025 10:08:25,T01-101013,1085 WORKER CARD RED 1-15,,WORKER CARD RED 1-15,1,5,5,0,5,5
25/12/2025 10:08:25,T01-101013,18V-1A BATTERY CHARGER,CHINA STOCK,18V-1A BATTERY CHARGER,1,15,15,0,15,15
25/12/2025 10:08:25,T01-101013,EUROPE PIN NO15 9MMX2'X4',,2 X 4 CEILING BOARD,1,13.5,13.5,0,13.5,13.5
25/12/2025 10:08:25,T01-101013,DUHENGMAX DH-B0574 2PCS 65MM SCREWDRIVER HEAD,CHINA STOCK,DH-B0574 2PCS 65MM SCREWDRIVER HEAD,1,6.9,6.9,0,6.9,6.9
25/12/2025 10:08:25,T01-101013,DUHENGMAX DH-MB39071 6PCS FLAT WOOD BITS SET,CHINA STOCK,DH-MB39071 6PCS FLAT WOOD BITS SET,1,19.9,19.9,0,19.9,19.9
25/12/2025 10:08:25,T01-101013,METAL 12' (SMALL),,METAL FURRING 30MM,1,4.2,4.2,0,4.2,4.2
25/12/2025 10:08:25,T01-101013,"JRP 8#x1"" DRYWALL SCREW",CHINA STOCK,"8#x1"" DRYWALL SCREW",2,2.5,5,0,5,5
25/12/2025 10:30:40,T01-101014,ACAD65,DUNLOP,DUNLOP 65ML CA GLUE,1,6,6,0,6,6
25/12/2025 10:30:40,T01-101014,4811.41.2000 24MM X 12Y,,MASKING TAPE 24MMx12Y,1,1.5,1.5,0,1.5,1.5
25/12/2025 10:34:56,T01-101015,ACAD3.0,DUNLOP,3L DUNLOP CA GLUE,1,69,69,0,69,69
25/12/2025 10:36:33,T01-101016,"7"" PAINT ROLLER REFILL",CHINA STOCK,"7"" PAINT ROLLER REFILL",1,4.9,4.9,0,4.9,4.9
25/12/2025 10:36:33,T01-101016,"3PCS 4"" P.ROLLER REFILL BLUE/GRN",CHINA STOCK,"3PCS 4"" P.ROLLER REFILL BLUE/GRN",1,5.5,5.5,0,5.5,5.5
25/12/2025 10:36:33,T01-101016,P710065,,"2.5"" X 710 NYLON P/BRUSH",1,11.5,11.5,0,11.5,11.5
25/12/2025 10:36:33,T01-101016,4811.41.2000 24MM X 12Y,,MASKING TAPE 24MMx12Y,2,1.5,3,0,3,3
25/12/2025 10:37:19,T01-101017,SPONGE SAND BLOCK,CHINA STOCK,SPONGE SAND BLOCK,1,3,3,0,3,3
25/12/2025 10:37:19,T01-101017,HTZ-3525,CHINA STOCK,M4 X 25 CHIPBOARD SCREW,1,17.9,17.9,0,17.9,17.9
25/12/2025 10:37:19,T01-101017,HTZ-3532,CHINA STOCK,M4 X 32 CHIPBOARD SCREW,1,20.5,20.5,0,20.5,20.5
25/12/2025 10:37:58,T01-101018,2# SAMURAI STANDARD,,SAMURAI SPRAY 2#,1,10.9,10.9,0,10.9,10.9
25/12/2025 10:44:22,T01-101019,BOLT & NUT  HEXAGON,,BOLT & NUT & CHAIN & WASHER,0.02,17.5,0.35,0,0.35,0.35
25/12/2025 10:46:57,T01-101020,V-TECH 502/MC-009,,502 SUPER GLUE,1,3,3,0,3,3
25/12/2025 10:48:03,T01-101021,5.5MM M-PURPOSE DRILL BIT,,5.5MM M-PURPOSE DRILL BIT,1,7.5,7.5,0,7.5,7.5
25/12/2025 10:48:03,T01-101021,14x250MM SDS PLUS CHISEL FLAT,CHINA STOCK,14x250MM SDS FLAT CHISEL ,1,6.5,6.5,0,6.5,6.5
25/12/2025 10:48:03,T01-101021,49014(658262)B.RINO,,M6X30MM+M6 HEXAGON BOLT,1,3.9,3.9,0,3.9,3.9
25/12/2025 10:48:03,T01-101021,"4"" CUTTING DISC",,"4"" CUTTING DISC",5,2.2,11,0,11,11
25/12/2025 10:48:03,T01-101021,PBDD01BQ2/BF-DMH3-2,,"3/8"" X 1/4"" TAIL BARB",1,4.5,4.5,0,4.5,4.5
25/12/2025 10:48:03,T01-101021,"1/4"" MINI BALL VALVE MM/MBV-22MM",,"1/4"" MINI BALL VALVE MM",1,6,6,0,6,6
25/12/2025 10:48:03,T01-101021,"1/4"" MINI BALL VALVE FF/1/4BMBVFF",,"1/4"" MINI BALL VALVE FF",1,6,6,0,6,6
25/12/2025 10:48:03,T01-101021,PB30A,,30A PUSH BUTTON SWITCH,1,12.5,12.5,0,12.5,12.5
25/12/2025 10:48:03,T01-101021,"10# X 2-1/2"" TAPPING SCREW",,"10# X 2-1/2"" TAPPING SCREW",1,4.9,4.9,0,4.9,4.9
25/12/2025 10:48:03,T01-101021,07049(R010),,"1/2"" WASHER SHOWER",1,1.8,1.8,0,1.8,1.8
25/12/2025 10:48:03,T01-101021,DS-FH325 - PACK,,"FH325 #6x1"" S.D.SCREWS",1,2.5,2.5,0,2.5,2.5
25/12/2025 10:48:03,T01-101021,16MM CABLE CLIP 40PCS,CHINA STOCK,16MM CABLE CLIP 40pcs,1,4.5,4.5,0,4.5,4.5
25/12/2025 10:48:03,T01-101021,ARTLINE 210 0.6MM BLUE PEN,,ARTLINE 210 BLUE PEN,1,3.9,3.9,0,3.9,3.9
25/12/2025 10:48:03,T01-101021,ARTLINE 210 0.6MM RED PEN,,ARTLINE 210 RED PEN,1,3.9,3.9,0,3.9,3.9
25/12/2025 10:48:03,T01-101021,PUJIANG D01 SCISSORS,CHINA STOCK,PUJIANG D01 SCISSORS,1,7.9,7.9,0,7.9,7.9
25/12/2025 10:48:03,T01-101021,"3/8"" x 1-1/4"" x 2"" DOOR EAR",,"3/8""x1-1/4""x2"" DOOR EAR",1,3.5,3.5,0,3.5,3.5
25/12/2025 10:48:03,T01-101021,"NAGOYA 20"" TRAMONTINA MACHETE",CHINA STOCK,"20"" TRAMONTINA MACHETE",1,46.9,46.9,0,46.9,46.9
25/12/2025 10:48:03,T01-101021,"1/2"" (15MM)  PVC P/T TEE",,"1/2"" PVC P/T TEE",1,1.3,1.3,0,1.3,1.3
25/12/2025 10:48:03,T01-101021,"ITNPVCFWPELE/1/2"" (15MM) NYLON 5WALL PLATE ELBOW",,"1/2"" PVC F.ELBOW W/BRAC",1,4.8,4.8,0,4.8,4.8
25/12/2025 10:48:03,T01-101021,2503008014/2503008104,,PVC WIRE TAPE (BLACK),2,1,2,0,2,2
25/12/2025 10:48:03,T01-101021,AX0820 TCT ROTARY BUR,,AX0820 TCT ROTARY BUR,1,29.9,29.9,0,29.9,29.9
25/12/2025 10:48:54,T01-101022,PVC CASING 10*20MM*0.72MM*2M,CHINA STOCK,PVC CASING 10*20MM,1,3.5,3.5,0,3.5,3.5
25/12/2025 10:53:53,T01-101023,SLS - PHILIPS 18W/765 FT/2901004046,,18W/765 FLUO TUBE,2,9.5,19,0,19,19
25/12/2025 10:53:53,T01-101023,SLS - PHILIPS 36W/765 F/T,,36W/765 FLUO TUBE,2,10.9,21.8,0,21.8,21.8
25/12/2025 10:58:18,T01-101024,07044/WB65,,"2-1/2"" PVC SINK WASTE",1,9.5,9.5,0,9.5,9.5
25/12/2025 11:00:47,T01-101025,CURTAIN ROD 20M,CHINA STOCK,CURTAIN ROD 20M,4,3,12,0,12,12
25/12/2025 11:00:47,T01-101025,93-HS119,,2# GAL. SCREW HOOK,1,1.7,1.7,0,1.7,1.7
25/12/2025 11:00:47,T01-101025,LETO LT1102 PAINT MARKER,CHINA STOCK,LETO LT1102 PAINT MARKER,4,3.5,14,0,14,14
25/12/2025 11:07:36,T01-101026,"1/2"" (15MM) PVC P/T SOCKET",,"1/2"" PVC P/T SOCKET",2,0.8,1.6,0,1.6,1.6
25/12/2025 11:07:36,T01-101026,"1/2"" ACETAL STREET ELBOW",,"1/2"" ACETAL STREET ELBOW",1,3,3,0,3,3
25/12/2025 11:07:36,T01-101026,"1/2""X8"" G.I THREADED PIPE",,"1/2""X8"" G.I THREADED PIPE",1,6.9,6.9,0,6.9,6.9
25/12/2025 11:07:36,T01-101026,STAINLESS STEEL 304 SOCKET 1/2,,"S/S SOCKET 1/2""",1,5,5,0,5,5
25/12/2025 11:08:44,T01-101027,TR834N,NIPPON PAINT ,"2"" SYN PAINT BRUSH 750",1,10,10,0,10,10
25/12/2025 11:29:26,T01-101028,DOSO S/S ROLLER,,DOSO S/S ROLLER,1,3.5,3.5,0,3.5,3.5
25/12/2025 11:29:26,T01-101028,1050902400066/1050902400048,,PAN LID PICKER,1,5.5,5.5,0,5.5,5.5
25/12/2025 11:29:26,T01-101028,LRB - RS-850/GHRS850,,HARDEX SILICONE - CLEAR,1,11.3,11.3,0,11.3,11.3
25/12/2025 11:30:47,T01-101029,V-TECH 502/MC-009,,502 SUPER GLUE,3,3,9,0,9,9
25/12/2025 11:33:35,T01-101030,J422(E4303) J40.50 WELDING ELECTRODES 2.5MM,CHINA STOCK,J422 12# WELDING ROD 5KG,1,3.5,3.5,0,3.5,3.5
25/12/2025 11:33:35,T01-101030,2503008014/2503008104,,PVC WIRE TAPE (BLACK),1,1,1,0,1,1
25/12/2025 11:34:16,T01-101031,VIV108D,,VIV108D DUAL INLET VALVE,1,34,34,0,34,34
25/12/2025 11:38:07,T01-101032,990206-MF/DS6,,6 STEP D/SIDE LADDER,1,200,200,0,200,200
25/12/2025 11:38:07,T01-101032,4811.41.2000 24MM X 12Y,,MASKING TAPE 24MMx12Y,2,1.5,3,0,3,3
25/12/2025 11:38:07,T01-101032,T-TG5121806,TOTAL,TG5121806 SNAP-OFF BLADE 6PCS,1,35,35,0,35,35
25/12/2025 11:38:07,T01-101032,TR835N,NIPPON PAINT ,"2.5"" SYN PAINT BRUSH 750",1,14.6,14.6,0,14.6,14.6
25/12/2025 11:38:07,T01-101032,10CM WOOD HANDLE SHELLAC BRUSH,CHINA STOCK,10CM SHELLAC BRUSH,1,4,4,0,4,4
25/12/2025 11:38:07,T01-101032,"3PCS 4"" P.ROLLER REFILL",CHINA STOCK,"3PCS 4"" P.ROLLER REFILL",1,5.5,5.5,0,5.5,5.5
25/12/2025 11:38:07,T01-101032,"4"" X 20"" PAINT ROLLER HDL",CHINA STOCK,"4"" X 20"" P.ROLLER HDL",1,3.5,3.5,0,3.5,3.5
25/12/2025 11:38:07,T01-101032,CCR41409,NIPPON PAINT ,TIMBER FINISH T/RED BASE 1L,1,35,35,0,35,35
25/12/2025 11:40:26,T01-101033,"7"" H/DUTY PAINT ROLLER FRAME - BLUE",CHINA STOCK,"7"" H/D P.ROLLER FRAME ",1,5.9,5.9,0,5.9,5.9
25/12/2025 11:40:26,T01-101033,"PVC PAINT TRAY 9"" 10.8 X 14.5CM",CHINA STOCK,"PVC PAINT TRAY 9"" 10.8 X 14.5CM",1,3.5,3.5,0,3.5,3.5
25/12/2025 11:40:26,T01-101033,"7"" PAINT ROLLER REFILL",CHINA STOCK,"7"" PAINT ROLLER REFILL",1,4.9,4.9,0,4.9,4.9
25/12/2025 11:40:26,T01-101033,"2.5"" X 680 BOSSKU P/BRUSH",,"2.5""x680 BOSSKU P/BRUSH",1,3.5,3.5,0,3.5,3.5
25/12/2025 11:40:26,T01-101033,3METER EXTENSION POLE RED,CHINA STOCK,3M EXTENSION POLE RED,1,15.5,15.5,0,15.5,15.5
25/12/2025 11:40:26,T01-101033,4 1/2' P/E SHEET,,3M X 12M P/E SHEET,1,7,7,0,7,7
25/12/2025 11:40:26,T01-101033,327X7L15245 - 7L,,7L SUPER MATEX MAXIWHITE,1,80,80,0,80,80
25/12/2025 11:41:01,T01-101034,PVC WALL PLUG 6MM,,PVC WALL PLUG,1,1.2,1.2,0,1.2,1.2
25/12/2025 11:41:01,T01-101034,SLS-046/2503004010,,"W.MAN 3/4"" PVC CASING",2,3.9,7.8,0,7.8,7.8
25/12/2025 11:46:51,T01-101035,20MM X 2PCS SLOCK B.PADLOCK,,20MM X 2PCS KA PADLOCK,1,12,12,0,12,12
25/12/2025 11:46:51,T01-101035,"DIGW 5/8"" SOFT CLOSING HINGES",CHINA STOCK,"DIGW 5/8"" SOFT CLOSING HINGES",5,9.5,47.5,0,47.5,47.5
25/12/2025 11:51:59,T01-101036,ARTLINE 210 0.6MM RED PEN,,ARTLINE 210 RED PEN,1,3.9,3.9,0,3.9,3.9
25/12/2025 11:51:59,T01-101036,BMF-333,,3L MOSAIC FLUID 33%,1,19,19,0,19,19
25/12/2025 12:08:16,T01-101037,"4""-NU",,"4"" BRN NATURAL BRUSH",1,3,3,0,3,3
25/12/2025 12:08:16,T01-101037,3960006,,6PC PP U SHAPED BRUSH,1,3.2,3.2,0,3.2,3.2
25/12/2025 12:08:16,T01-101037,JCTOP 3M MEASURING TAPE S008,CHINA STOCK,JCTOP 3M MEASURING TAPE GRN,1,9.5,9.5,0,9.5,9.5
25/12/2025 12:11:19,T01-101038,606 USB MULTIFUNCTIONAL FLASHLIGHT,CHINA STOCK,606 USB M/FUNCTION FLASHLIGHT,1,26.9,26.9,0,26.9,26.9
25/12/2025 12:20:44,T01-101039,"3/4"" X 1/2"" POLY RED.NIPPLE",,"3/4"" X 1/2"" POLY R/NIPPLE",1,1.6,1.6,0,1.6,1.6
25/12/2025 12:20:44,T01-101039,VOLLA SEALING TAPE,,19MM SEALING TAPE,1,3.8,3.8,0,3.8,3.8
25/12/2025 12:20:44,T01-101039,STAINLESS STEEL 304 SOCKET 3/4,,"S/S SOCKET 3/4""",1,6.5,6.5,0,6.5,6.5
25/12/2025 12:29:36,T01-101040,PBDD01BR4,,"BAB86 1/2"" X 3/8"" BUSH",3,8,24,0,24,24
25/12/2025 12:34:40,T01-101041,FS3T,,CHARCOAL BBQ 3KG,1,15.9,15.9,0,15.9,15.9
25/12/2025 12:52:59,T01-101042,"1-1/4"" ( 32MM ) PVC EQUAL SOCK",,"1-1/4"" PVC SOCKET",2,1.3,2.6,0,2.6,2.6
25/12/2025 12:52:59,T01-101042,JPN70/100G,,100G PVC GLUE NO.70 ORG,1,5.8,5.8,0,5.8,5.8
25/12/2025 12:52:59,T01-101042,"1-1/4"" X 90 (32MM) PVC EQUAL",,"1-1/4"" PVC EQUAL ELBOW",1,1.8,1.8,0,1.8,1.8
25/12/2025 12:53:45,T01-101043,HGASL10,,"10"" LEFT SNIPS ASL10",1,27,27,0,27,27
25/12/2025 12:53:45,T01-101043,"8"" TOOLS SCISSORS",CHINA STOCK,"8"" TOOLS SCISSORS STRAIGHT",1,9,9,0,9,9
25/12/2025 12:55:13,T01-101044,6000928,,928 IRON HDL WIPER,1,14.5,14.5,0,14.5,14.5
25/12/2025 12:55:13,T01-101044,8039930,,V993 2.5' NYLON BROOM,1,7.5,7.5,0,7.5,7.5
25/12/2025 12:55:13,T01-101044,6.0508E+12,,AK-247 LIGHTER ,1,1.5,1.5,0,1.5,1.5
25/12/2025 12:55:49,T01-101045,CV4021/CJIV4021,,CJIV4021 COMP BOTTOM INLET,1,16.5,16.5,0,16.5,16.5
25/12/2025 12:57:17,T01-101046,VT-230-BROWN,,300ML VITAL NAIL-MAX BRN,2,10.9,21.8,0,21.8,21.8
25/12/2025 12:57:17,T01-101046,"3/8"" KNIGHT SDS AUGER BIT",,"3/8"" SDS AUGER BIT",1,15,15,0,15,15
25/12/2025 12:57:17,T01-101046,2503003004,,3 X 3 PVC BASE,1,0.9,0.9,0,0.9,0.9
25/12/2025 12:59:21,T01-101047,SUTIAN ST-502 TEST PEN,CHINA STOCK,502 TEST PEN,1,5.5,5.5,0,5.5,5.5
25/12/2025 12:59:21,T01-101047,"9"" SILICONE GUN",CHINA STOCK,"9"" SILICONE GUN",1,15.9,15.9,0,15.9,15.9
25/12/2025 12:59:21,T01-101047,VT-202W,,VT202 GP SEALANT WHT,1,8.5,8.5,0,8.5,8.5
25/12/2025 12:59:54,T01-101048,ARTRIINK EK-71 TWIN MARKER PEN,CHINA STOCK,ARTRIINK EK-71 TWIN MARKER PEN,1,2.5,2.5,0,2.5,2.5
25/12/2025 13:02:26,T01-101049,"4"" X 20"" PAINT ROLLER HDL",CHINA STOCK,"4"" X 20"" P.ROLLER HDL",1,3.5,3.5,0,3.5,3.5
25/12/2025 13:02:26,T01-101049,"3PCS 4"" P.ROLLER REFILL",CHINA STOCK,"3PCS 4"" P.ROLLER REFILL",1,5.5,5.5,0,5.5,5.5
25/12/2025 13:02:26,T01-101049,"3PCS 4"" P.ROLLER REFILL BLUE/GRN",CHINA STOCK,"3PCS 4"" P.ROLLER REFILL BLUE/GRN",1,5.5,5.5,0,5.5,5.5
25/12/2025 13:04:50,T01-101050,LCF13FSWN,,F-13 FLEX SPOUT W/NOZZLE,1,22.9,22.9,0,22.66,22.66
25/12/2025 13:04:50,T01-101050,12MM X 15M VOLLA SEAL TAPE,,12MMx15M SEALING TAPE,3,1.8,5.4,0,5.34,5.34
25/12/2025 13:07:24,T01-101051,"BATU CONCRETE 3/4""",,"3/4"" BATU CONCRETE ",5,7,35,0,35,35
25/12/2025 13:12:38,T01-101052,2503003005,,3X3 PVC PARTITON BASE,2,2.5,5,0,5,5
25/12/2025 13:12:38,T01-101052,DBC-14 - BOX,,DLX NYLON BUTTERFLY CLIP,2,3.3,6.6,0,6.6,6.6
25/12/2025 13:12:38,T01-101052,HTZ-3538,CHINA STOCK,M4 x 38 CHIPBOARD SCREW,2,3,6,0,6,6
25/12/2025 13:16:43,T01-101053,4811.41.2000 48MM X 12Y,,MASKING TAPE 48MMX12Y,1,3,3,0,3,3
25/12/2025 13:16:43,T01-101053,"7"" ZI TONG PAINT ROLLER REFILL",CHINA STOCK,"ZI TONG 7"" P.ROLLER REFILL",1,6,6,0,6,6
25/12/2025 13:16:43,T01-101053,"ROLLINGDOG PAINT SCRAPER 3""",CHINA STOCK,"ROLLINGDOG PAINT SCRAPER 3""",1,7.5,7.5,0,7.5,7.5
25/12/2025 13:16:43,T01-101053,"H&K DAKORATE 5028 4"" P.ROLLER REFILL BLUE/GRN",CHINA STOCK,"4"" P.ROLLER REFILL BLUE/GRN",1,2,2,0,2,2
25/12/2025 13:16:43,T01-101053,"PVC PAINT TRAY 9"" 10.8 X 14.5CM",CHINA STOCK,"PVC PAINT TRAY 9"" 10.8 X 14.5CM",1,3.5,3.5,0,3.5,3.5
25/12/2025 13:31:31,T01-101054,2# SAMURAI STANDARD,,SAMURAI SPRAY 2#,3,10.9,32.7,0,32.7,32.7
