Date Time,Doc No,Item Code,Item Brand,Item Description,Qty,Unit Price,Gross Total,Discount Amt,Sub Total,Sub Total (ex)
1/11/2025 8:22,T01-094376,MK-HG610,,1200 COTTON GLOVES ,1,13,13,0,13,13
1/11/2025 8:27,T01-094377,FC1.5UF,,1.5UF FAN CONDENSOR,1,5.2,5.2,0,5.2,5.2
1/11/2025 8:30,T01-094378,TR841N,NIPPON PAINT ,"4"" ROLLER REFILL POLYSTER",1,2.3,2.3,0,2.3,2.3
1/11/2025 8:43,T01-094379,TOILET VACUUM PUMP R/B,,TOILET VACUUM PUMP RED/BLACK,1,18.5,18.5,0,18.5,18.5
1/11/2025 8:48,T01-094380,LSH,PROGUARD,SIRIM SAFETY HELMET COLOR,1,14.9,14.9,0,14.9,14.9
1/11/2025 8:48,T01-094380,ELASTIC SAFETY VEST BELT,CHINA STOCK,REFLECTIC SAFETY BELT ORG/GRN,1,7.9,7.9,0,7.9,7.9
1/11/2025 9:07,T01-094381,3122V50,,V50 4' COTON MOP,1,13,13,0,13,13
1/11/2025 9:09,T01-094382,DS-8 500G DONGSHAN PLUMB BOB,CHINA STOCK,500G PLUMB BOB,4,10.9,43.6,0,43.6,43.6
1/11/2025 9:09,T01-094382,50MMx20M BLK/YLW ANTI SLIP TAPE,CHINA STOCK,"2""x20M ANTI SLIP TAPE(BLK/YLW)",1,79.9,79.9,0,79.9,79.9
1/11/2025 9:13,T01-094383,AM,,M 13A ADAPTOR,3,4,12,0,12,12
1/11/2025 9:13,T01-094383,SRBB03,,"1/8""x1/2"" R.HEAD SCREW",2,3,6,0,6,6
1/11/2025 9:13,T01-094383,"2"" LONG CEILING-IN TYPE 2 HOLE FAN HOOK (122)",,"2"" 122 U FAN HOOK",2,4.5,9,0,9,9
1/11/2025 9:16,T01-094384,SODA POWDER,,SODA POWDER 100G,2,5,10,0,10,10
1/11/2025 9:16,T01-094384,SUPER CLOG DRAIN CLEANER 900ML,,SUPER CLOG REMOVER 900ML,1,25.9,25.9,0,25.9,25.9
1/11/2025 9:17,T01-094385,"3/4"" ABS ELBOW",,"3/4"" ABS ELBOW",5,3.2,16,0,16,16
1/11/2025 9:17,T01-094385,"3/4"" ABS TEE",,"3/4"" ABS TEE",4,3,12,0,12,12
1/11/2025 9:17,T01-094385,LCRSC18MM,,"3/4"" ROUND HDL S/COCK",1,69,69,0,69,69
1/11/2025 9:17,T01-094385,B-BOND 100G ABS SOLVENT GLUE,,B-BOND ABS (GLUE) 100G,1,7.5,7.5,0,7.5,7.5
1/11/2025 9:17,T01-094385,"3/4"" (20MM) PVC P/T ELBOW",,"3/4"" PVC P/T ELBOW",5,1.7,8.5,0,8.5,8.5
1/11/2025 9:17,T01-094385,"3/4"" ABS VALVE SOCKET",,"3/4"" ABS VALVE SOCKET",2,3,6,0,6,6
1/11/2025 9:17,T01-094385,DH-1010 7.5M,CHINA STOCK,DUHENG MAX MEASURING TAPE 7.5M,1,15.9,15.9,0,15.9,15.9
1/11/2025 9:17,T01-094385,12MM X 15M VOLLA SEAL TAPE,,12MMx15M SEALING TAPE,3,1.8,5.4,0,5.4,5.4
1/11/2025 9:17,T01-094385,12MM DOMINO SEALING TAPE,,12MM SEALING TAPE,1,0.7,0.7,0,0.7,0.7
1/11/2025 9:17,T01-094385,15HX250M BULL POINT CHISEL,,15Hx250MM CHISEL POINT,1,6.5,6.5,0,6.5,6.5
1/11/2025 9:17,T01-094385,"3/4"" (20MM) ABS CLASS E",,"3/4"" ABS CLASS E PIPE",1,38,38,0,38,38
1/11/2025 9:17,T01-094385,"4"" X 5.8M UPVC PIPE SIRIM",,"4"" UPVC PIPE SIRIM",4,11,44,0,44,44
1/11/2025 9:29,T01-094386,305B VESIC,,VESIC S.GOGGLE BLK 305B,1,8.5,8.5,0,8.5,8.5
1/11/2025 9:29,T01-094386,J422(E4303) J40.50 WELDING ELECTRODES 2.5MM,CHINA STOCK,J422 12# WELDING ROD 5KG,1,41.9,41.9,0,41.9,41.9
1/11/2025 9:29,T01-094386,108# CARPENTER PENCIL,,108# CARPENTER PENCIL,1,2,2,0,2,2
1/11/2025 9:29,T01-094386,"STAR BRAND 4"" GRINDING DISC",CHINA STOCK,"STAR 4"" GRINDING DISC",2,4.5,9,0,9,9
1/11/2025 9:29,T01-094386,CAMOUFLAGE COWBOY HAT,CHINA STOCK,CAMOUFLAGE COWBOY HAT ,1,15.9,15.9,0,15.9,15.9
1/11/2025 9:29,T01-094386,DOMINO RUBBER COATED GLOVES,,RUBBER COATED GLOVE,1,5.5,5.5,0,5.5,5.5
1/11/2025 9:54,T01-094387,PP-TO-PP-A48X90C/TR857/TR885,,"2"" X 90Y OPP TAPE CLEAR",1,25,25,0,25,25
1/11/2025 10:03,T01-094388,YTL CEMENT ,,YTL CEMENT ,1,2.5,2.5,0,2.5,2.5
1/11/2025 10:03,T01-094388,SQM-06-BLK/9600000029377,,6MM PVC NET - BLK,2,9.9,19.8,0,19.8,19.8
1/11/2025 10:04,T01-094389,"GS-10 (1.0"")",,"1"" ACE CONCRETE NAILS ",1,1.8,1.8,0,1.8,1.8
1/11/2025 10:08,T01-094390,07044/WB65,,"2-1/2"" PVC SINK WASTE",1,9.5,9.5,0,9.5,9.5
1/11/2025 10:11,T01-094391,MS-395,,DISPOSABLE FACE MASK,2,13,26,0,26,26
1/11/2025 10:21,T01-094392,CEMENTPAILBLUE,,BLUE CEMENT PAIL (L),2,6.5,13,0,13,13
1/11/2025 10:21,T01-094392,12MM DOMINO SEALING TAPE,,12MM SEALING TAPE,1,0.7,0.7,0,0.7,0.7
1/11/2025 10:21,T01-094392,"1-1/2"" UPVC BEND-KKK",,"1-1/2"" UPVC BEND",1,2.2,2.2,0,2.2,2.2
1/11/2025 10:21,T01-094392,SR 417100297,,PVC CORNER BEAD-HYP A1,4,2.5,10,0,10,10
1/11/2025 10:21,T01-094392,"1-1/2"" UPVC STRAIGHT SOCKET",,"1-1/2"" UPVC SOCKET",1,1.2,1.2,0,1.2,1.2
1/11/2025 10:21,T01-094392,"25MMX1/2"" PPRTFT(P/TT)",CHINA STOCK,"25MMX1/2"" PPR F.TEE (P/T)",1,12.6,12.6,0,12.6,12.6
1/11/2025 10:21,T01-094392,4811.41.2000 24MM X 12Y,,MASKING TAPE 24MMx12Y,2,1.5,3,0,3,3
1/11/2025 10:21,T01-094392,3203005039,,5M COMPUTER CABLE,1,14,14,0,14,14
1/11/2025 10:21,T01-094392,TEST PEN 305B,,TEST PEN 305B,1,6.5,6.5,0,6.5,6.5
1/11/2025 10:21,T01-094392,MAKITA DIAMOND WHEEL 105x10x1.2MM,CHINA STOCK,"M-GOLD DIAMOND WHEEL 4""",1,18.9,18.9,0,18.9,18.9
1/11/2025 10:21,T01-094392,VT-202W,,VT202 GP SEALANT WHT,1,8.5,8.5,0,8.5,8.5
1/11/2025 10:21,T01-094392,FS-MPCIRG59/305-BLK,,FS MPCI RG59/U BLACK,1,1.5,1.5,0,1.5,1.5
1/11/2025 10:21,T01-094392,BATU SIMEN,,BATU SIMEN - BAAGUS,20,0.5,10,0,10,10
1/11/2025 10:24,T01-094393,CCP403P4,NIPPON PAINT ,9000GF P BASE 1L,1,56,56,0,56,56
1/11/2025 10:25,T01-094394,SUPER CLOG DRAIN CLEANER 900ML,,SUPER CLOG REMOVER 900ML,1,25.9,25.9,0,25.9,25.9
1/11/2025 10:26,T01-094395,GREEN KILLER POWDER ANT KILLING BAIT 5G,CHINA STOCK,POWDER ANT KILLING BAIT 5G,1,0.8,0.8,0,0.8,0.8
1/11/2025 10:30,T01-094396,CR-715 DOSO SUPER ALUM CURTAIN,,DOSO CURTAIN TRACK,22.5,3.5,78.75,0,78.75,78.75
1/11/2025 10:30,T01-094396,DOSOEC1004,,DOSO END CAP,3,2.2,6.6,0,6.6,6.6
1/11/2025 10:30,T01-094396,DOSO S/S ROLLER,,DOSO S/S ROLLER,4,3.5,14,0,14,14
1/11/2025 10:30,T01-094396,WP037-C/CURTAIN-DDB-SILVER,,DOSO DOUBLE BRACKET,5,4.5,22.5,0,22.5,22.5
1/11/2025 10:34,T01-094397,990205-MF,,5 STEP D/SIDE LADDER,1,180,180,0,180,180
1/11/2025 10:34,T01-094397,HG/PM-W&D SAND PAPER,,W& D SAND PAPER,5,1,5,0,5,5
1/11/2025 10:34,T01-094397,"2"" LONG CEILING-IN TYPE 2 HOLE FAN HOOK (122)",,"2"" 122 U FAN HOOK",3,4.5,13.5,0,13.5,13.5
1/11/2025 10:34,T01-094397,PVC WALL PLUG 6MM,,PVC WALL PLUG,2,1.2,2.4,0,2.4,2.4
1/11/2025 10:34,T01-094397,"TAPPING SCREW 7x2""",CHINA STOCK,"7# X 2"" TAPPING SCREW",1,3,3,0,3,3
1/11/2025 10:34,T01-094397,2503008014/2503008104,,PVC WIRE TAPE (BLACK),1,1,1,0,1,1
1/11/2025 10:34,T01-094397,V-TECH 502/MC-009,,502 SUPER GLUE,2,3,6,0,6,6
1/11/2025 10:34,T01-094397,E4781 W1 WHI,,E4781 MK 1G/1W SWITCH,1,10,10,0,10,10
1/11/2025 10:34,T01-094397,2503003020,,3 X 3 PVC BLK BOX (EAR),1,0.9,0.9,0,0.9,0.9
1/11/2025 10:34,T01-094397,SYW5234,CHINA STOCK,"SYW 5/16""x2-3/4"" M10 ANCHOR",11,0.7,7.7,0,7.7,7.7
1/11/2025 10:34,T01-094397,H0001 GOLDLAND SK4 CUTTER BLADE 10'S,,H01 GOLDLAND SK4 CUTTER BLADE 10'S,1,7.5,7.5,0,7.5,7.5
1/11/2025 10:37,T01-094398,SIKAHYFLEX-140G/C17972102,,SIKAFLEX-140 GREY 600ML,3,29.9,89.7,0,89.7,89.7
1/11/2025 10:38,T01-094399,SYW5234,CHINA STOCK,"SYW 5/16""x2-3/4"" M10 ANCHOR",8,0.7,5.6,0,5.6,5.6
1/11/2025 10:39,T01-094400,"PRESTIGE 7"" 15W SURFACE D/L",PRESTIGE,"7"" 15W SURFACE -R 6500K",1,26.5,26.5,0,26.5,26.5
1/11/2025 10:43,T01-094401,5L NIPPON EA7 + 1L HARDENER,NIPPON PAINT ,5L NIPPON EA7 + 1L HARDENER,2,160,320,0,320,320
1/11/2025 10:47,T01-094402,SR 417100295,,PVC CORNER BEAD A3,10,2.8,28,0,28,28
1/11/2025 10:47,T01-094402,STMT66671,STANLEY,STMT66671 S/DRIVER 4PCS,1,44.5,44.5,0,44.5,44.5
1/11/2025 10:47,T01-094402,"EA2308 8"" CABLE CUTTER",CHINA STOCK,"8"" CABLE CUTTER",1,15.9,15.9,0,15.9,15.9
1/11/2025 10:48,T01-094403,3M/VT5/COLLOUR/2503008018,,PVC WIRE TAPE(COLOUR),1,1,1,0,1,1
1/11/2025 10:52,T01-094404,29# SAMURAI STANDARD,,SAMURAI SPRAY 29#,3,10.9,32.7,0,32.7,32.7
1/11/2025 11:05,T01-094405,2503003004,,3 X 3 PVC BASE,1,0.9,0.9,0,0.9,0.9
1/11/2025 11:05,T01-094405,SLS-046/2503004010,,"W.MAN 3/4"" PVC CASING",1,3.9,3.9,0,3.9,3.9
1/11/2025 11:08,T01-094406,"1/2"" ACETAL VALVE SOCKET",,"1/2"" ACETAL V/SOCKET",1,3,3,0,3,3
1/11/2025 11:08,T01-094406,S018-1 HEX BOLT & NUT 6x20MM,CHINA STOCK,6x20MM HEX BOLT & NUT,1,3.5,3.5,0,3.5,3.5
1/11/2025 11:11,T01-094407,FEI00002,CHINA STOCK,FLEXIBLE HOSE 2M,1,27.5,27.5,0,27.5,27.5
1/11/2025 11:11,T01-094408,M10X100 S/STEEL HEX LAG BOLT/WALL PLUG,CHINA STOCK,M10X100 S/S HEX SCREW SET,2,9.5,19,0,19,19
1/11/2025 11:14,T01-094409,30# SAMURAI STANDARD,,SAMURAI SPRAY PAINT 30#,2,10.9,21.8,0,21.8,21.8
1/11/2025 11:14,T01-094409,S012-5 PVC WALL PLUG 10x50MM-GREY,CHINA STOCK,PVC WALL PLUG 10x50MM,2,2.5,5,0,5,5
1/11/2025 11:14,T01-094409,10.0X160MM KNIGHT SDS DRIL BIT,,10 X 160MM SDS D/BIT,3,9.9,29.7,0,29.7,29.7
1/11/2025 11:14,T01-094410,LK-026,,20KG STOPPING COMPOUND,1,4,4,0,4,4
1/11/2025 11:14,T01-094410,"PU JIANG PAINT SCRAPER 6""",CHINA STOCK,"PU JIANG PAINT SCRAPER 6""",1,6.5,6.5,0,6.5,6.5
1/11/2025 11:14,T01-094410,"10"" PUTTY KNIFE",CHINA STOCK,"10"" PUTTY KNIFE",1,11.5,11.5,0,11.5,11.5
1/11/2025 11:17,T01-094411,NO.:119 ISSHIN/TWISTER2000012,,ISSHIN WIRE TWISTER,1,47.9,47.9,0,47.9,47.9
1/11/2025 11:18,T01-094412,PRESSURE SPRAYER 2.0LT,CHINA STOCK,PRESSURE SPRAYER 2.0LT,1,20,20,0,20,20
1/11/2025 11:20,T01-094413,BMF-333,,3L MOSAIC FLUID 33%,1,19,19,0,19,19
1/11/2025 11:20,T01-094413,8039170,,917 4' NYLON BROOM,1,14.9,14.9,0,14.9,14.9
1/11/2025 11:38,T01-094414,SR 417100297,,PVC CORNER BEAD-HYP A1,10,2.5,25,0,25,25
1/11/2025 11:38,T01-094414,PPM25,,PYE PREMIX 921 - 25KG,1,20.5,20.5,0,20.5,20.5
1/11/2025 11:39,T01-094415,SYW33,CHINA STOCK,"SYW 3/8""X3"" M12 ANCHOR",10,1,10,0,10,10
1/11/2025 11:39,T01-094415,12.0X260MM KNIGHT SDS DRILL,,12 X 260MM SDS D/BIT,1,14.9,14.9,0,14.9,14.9
1/11/2025 11:39,T01-094415,"14""GRIND-TEC CUTTING DISC",CHINA STOCK,"14""GRIND-TEC CUTTING DISC",4,14.5,58,0,58,58
1/11/2025 11:40,T01-094416,VM250WP-CT,,VM250 TORCH LIGHTER,1,3.5,3.5,0,3.5,3.5
1/11/2025 11:40,T01-094416,SHARK GRIP 24MMX3M D/SIDED MOUNTING TAPE WHT,CHINA STOCK,D/SIDED MOUNTING TAPE 24MMX3M,1,8.5,8.5,0,8.5,8.5
1/11/2025 11:40,T01-094416,3919.10.9900,,18MM X 40Y OPP TAPE,2,2.5,5,0,5,5
1/11/2025 11:41,T01-094417,ECR2032BS2,ENERGIZER,ENERGIZER LI COIN 2032 BS2,1,14.9,14.9,0,14.9,14.9
1/11/2025 11:42,T01-094418,2503008014/2503008104,,PVC WIRE TAPE (BLACK),1,1,1,0,1,1
1/11/2025 11:46,T01-094419,FVS-X15EB-WBWHT,,"1/2"" PVC STOP COCK",1,8.1,8.1,0,8,8
1/11/2025 11:48,T01-094420,DH-1010 7.5M,CHINA STOCK,DUHENG MAX MEASURING TAPE 7.5M,1,15.9,15.9,0,15.9,15.9
1/11/2025 11:56,T01-094421,2MTR/6FT MEASURE TAPE,CHINA STOCK,2M/6ft MEASURE TAPE,1,3.3,3.3,0,3.3,3.3
1/11/2025 12:01,T01-094422,"7"" ZI TONG PAINT ROLLER REFILL",CHINA STOCK,"ZI TONG 7"" P.ROLLER REFILL",1,6,6,0,6,6
1/11/2025 12:01,T01-094422,"7"" DOMINO P.ROLLER FRAME - YLW",,"7"" P.ROLLER FRAME YLW",1,4.5,4.5,0,4.5,4.5
1/11/2025 12:09,T01-094423,6009130,,9130 LADLE (S),1,4.5,4.5,0,4.5,4.5
1/11/2025 12:09,T01-094423,6009600,,9600 6G PAIL,1,15,15,0,15,15
1/11/2025 12:10,T01-094424,L-TYPE LONG HEX KEY 12.0MM,,L-TYPE LONG HEX KEY 12.0MM,1,13,13,0,13,13
1/11/2025 12:24,T01-094426,2 LINE VELCO S.VEST ORG,CHINA STOCK,2LINE VELCO S.VEST ORG,3,12.9,38.7,0,38.7,38.7
1/11/2025 12:24,T01-094426,LSH,PROGUARD,SIRIM SAFETY HELMET COLOR,3,14.9,44.7,0,44.7,44.7
1/11/2025 12:27,T01-094427,T1-GPW-325,,GP THINNER WHT 325ML,1,4.8,4.8,0,4.8,4.8
1/11/2025 12:30,T01-094428,YTL CEMENT ,,YTL CEMENT ,2,5,10,0,10,10
1/11/2025 12:30,T01-094428,PASIR KASAR / COARSE SAND,,PASIR KASAR / COARSE SAND,1,7,7,0,7,7
1/11/2025 12:30,T01-094428,20MM PN12.5 HDPE PIPE @ 100MTR,,20MM PN12.5 HDPE PIPE SIRIM,8,3.3,26.4,0,26.4,26.4
1/11/2025 12:30,T01-094428,BOSUN 114 SILVER DIAMOND CUTTING DISC,BOSUN,BOSUN 114 SIL DIAMOND/D,1,21.9,21.9,0,21.9,21.9
1/11/2025 12:32,T01-094429,056-10 4MMx10M  WHITE ROPE,CHINA STOCK,92012 4MM X 10M WHITE ROPE,1,5,5,0,5,5
1/11/2025 12:32,T01-094429,12MM X 15M VOLLA SEAL TAPE,,12MMx15M SEALING TAPE,1,1.8,1.8,0,1.8,1.8
1/11/2025 12:32,T01-094429,12MM DOMINO SEALING TAPE,,12MM SEALING TAPE,1,0.7,0.7,0,0.7,0.7
1/11/2025 12:32,T01-094429,HOOK LOCK COVER,,HOOK LOCK COVER,1,3,3,0,3,3
1/11/2025 12:32,T01-094429,80X80X40X2MM L BRACKET,,80X80X40X2MM L BRACKET,1,6.5,6.5,0,6.5,6.5
1/11/2025 12:32,T01-094429,JCK-14,,UNIVERSAL BRACKET,1,12,12,0,12,12
1/11/2025 12:32,T01-094429,ESEC1,,1KG PORTABLE FIRE EX.,1,75.9,75.9,0,75.9,75.9
1/11/2025 12:38,T01-094430,07044/WB65,,"2-1/2"" PVC SINK WASTE",1,9.5,9.5,0,9.5,9.5
1/11/2025 12:47,T01-094431,RF 98-STF,,S/STEEL MATT PILLAR BASIN TAP,1,52,52,0,52,52
1/11/2025 12:47,T01-094431,RF 28-U-STF,,RF28U S/S WALL SINK TAP,1,130,130,0,130,130
1/11/2025 12:48,T01-094432,0.5KG SCP SKIM INSTANT FILLA,,SCP SKIM INSTANTFILLA 500G,1,5.8,5.8,0,5.8,5.8
1/11/2025 12:48,T01-094432,GIW-CN-10G-35,,10G G.I WIRE,1,12,12,0,12,12
1/11/2025 12:55,T01-094433,1 X 2 X 10'  KAYU,,1 X 2 X 10'  KAYU - BG,6,11,66,0,66,66
1/11/2025 12:55,T01-094433,WOODEN ROD,,WOODEN ROD,1,8.5,8.5,0,8.5,8.5
1/11/2025 12:59,T01-094434,"3/4"" ABS ELBOW",,"3/4"" ABS ELBOW",1,3.2,3.2,0,3.2,3.2
1/11/2025 12:59,T01-094434,"3/4"" ABS TEE",,"3/4"" ABS TEE",1,3,3,0,3,3
1/11/2025 12:59,T01-094434,"3/4"" (20MM) PVC PLUG",,"3/4"" PVC PLUG",5,0.6,3,0,3,3
1/11/2025 12:59,T01-094434,"GS-20 2"" ACE C/CRETE NAI",,"2"" ACE CONCRETE NAIL",1,2.5,2.5,0,2.5,2.5
1/11/2025 13:12,T01-094435,EW6020SS-WALL,,6020 S/S WALL SINK TAP,1,60,60,0,60,60
1/11/2025 13:32,T01-094436,STOCK-003,,KEY 3,1,7,7,0,7,7
1/11/2025 13:36,T01-094437,"1"" PVC CLASS 6 PIPE",,"1"" PVC CLASS 6 PIPE",1,3.7,3.7,0,3.7,3.7
1/11/2025 13:50,T01-094438,"PRESTIGE PT2004LP 4"" 12W 6500K",PRESTIGE,"12W 6500K 4"" LED SQUARE",1,13.9,13.9,0,13.9,13.9
1/11/2025 13:50,T01-094438,"PRESTIGE 7"" 15W D/L 6500K -SQ",,"7"" 15W SURFACE-SQ 6500K",1,27.5,27.5,0,27.5,27.5
1/11/2025 13:50,T01-094438,PCCH2,,CH2 WIRE CONNECTOR,1,2.5,2.5,0,2.5,2.5
1/11/2025 13:51,T01-094439,"4"" X 20"" PAINT ROLLER HDL",CHINA STOCK,"4"" X 20"" P.ROLLER HDL",1,3.5,3.5,0,3.5,3.5
1/11/2025 13:51,T01-094439,TR841N,NIPPON PAINT ,"4"" ROLLER REFILL POLYSTER",1,2.3,2.3,0,2.3,2.3
1/11/2025 13:53,T01-094440,B-BOND 100G ABS SOLVENT GLUE,,B-BOND ABS (GLUE) 100G,1,7.5,7.5,0,7.5,7.5
1/11/2025 13:53,T01-094440,"1/2"" (15MM) PVC EQUAL TEE",,"1/2"" PVC EQUAL TEE",1,1,1,0,1,1
1/11/2025 13:53,T01-094440,SSUTC1,,"1"" S/STEEL U PIPE CLIP",1,1.1,1.1,0,1.1,1.1
1/11/2025 13:53,T01-094440,"1/2"" (15MM) PVC VALVE SOCKET",,"1/2"" PVC V/SOCKET",1,0.6,0.6,0,0.6,0.6
1/11/2025 13:53,T01-094440,"1/2"" (15MM) PVC P/T  ELBOW",,"1/2"" PVC P/T ELBOW",1,1.2,1.2,0,1.2,1.2
1/11/2025 13:58,T01-094441,ECR2032BS2,ENERGIZER,ENERGIZER LI COIN 2032 BS2,1,14.9,14.9,0,14.9,14.9
1/11/2025 13:58,T01-094441,SMCS2G7M,,2G M/C S/SKT 7076X7M,1,55,55,0,55,55
1/11/2025 14:00,T01-094442,1212BP8M,EVEREADY,EVEREADY SHD AAA 8PCS,1,15.9,15.9,0,15.9,15.9
1/11/2025 14:00,T01-094442,E93BP2G,ENERGIZER,ENERGIZER MAX C 2 PC,2,15.5,31,0,31,31
1/11/2025 14:01,T01-094443,HOE HANDLE,,4ft WOODEN HOE HANDLE,1,12,12,0,12,12
1/11/2025 14:01,T01-094443,HOEWEDGES,,MILD STEEL HOE PIN,1,2,2,0,2,2
1/11/2025 14:07,T01-094444,T-THTISPH2100,,"THTISPH2100 INSULATED S/DRIVER 4"" (+)",1,12.5,12.5,0,12.5,12.5
1/11/2025 14:07,T01-094444,HG/PM-W&D SAND PAPER,,W& D SAND PAPER,1,1,1,0,1,1
1/11/2025 14:07,T01-094444,"1/2"" POLY NIPPLE (100/2500)",,"1/2"" POLY NIPPLE",4,1.2,4.8,0,4.8,4.8
1/11/2025 14:07,T01-094444,"STAINLESS S 304 STREET EL 1/2""",,"S/S STREET ELBOW 1/2""",3,6.2,18.6,0,18.6,18.6
1/11/2025 14:12,T01-094445,"WIREMAN 2"" X 3"" PVC TRUNKING/2503004008",,"W.MAN 2"" X 3"" PVC CASING",2,29,58,0,58,58
1/11/2025 14:22,T01-094446,BRUSHESST103,,103#STEEL WIRE BRUSH,1,5,5,0,5,5
1/11/2025 14:30,T01-094447,MHS-1 FAUCET FILTER,,MHS-1 FAUCET WATER FILTER ,1,2.8,2.8,0,2.8,2.8
1/11/2025 14:30,T01-094447,MHS-2 FAUCET FILTER REPLACEMENT,,MHS-2 FAUCET FILTER REPLACEMENT,1,2.5,2.5,0,2.5,2.5
1/11/2025 14:30,T01-094447,1.0801E+12,,ZY29 WATER PURIFIER FAUCET,1,5.5,5.5,0,5.5,5.5
1/11/2025 14:34,T01-094448,SMCS2G10M,,2G M/C S/SKT 7076X10M,1,62,62,0,62,62
1/11/2025 14:37,T01-094449,LDCDM 3.6V MINI ROTARY TOOL,CHINA STOCK,LDCDM 3.6V MINI ROTARY TOOL,1,52.5,52.5,0,50,50
1/11/2025 14:38,T01-094450,B.COCK H304 STEEL HOE ONLY 3.0LB,CHINA STOCK,B.COCK STEEL HOE ONLY 3.0LB,1,21.5,21.5,0,21.5,21.5
1/11/2025 14:38,T01-094450,S/STEEL HOSE CLIP 16-25mm,CHINA STOCK,S/S HOSE CLIP 16-25MM,4,2.5,10,0,10,10
1/11/2025 14:38,T01-094450,13MM-16MM HJ/WPHJ13-16MM,,13MM-16MM PVC HOSE JOINER,1,1,1,0,1,1
1/11/2025 14:45,T01-094451,700R855,,R855 SPRAYER 1000ML,1,6,6,0,6,6
1/11/2025 14:45,T01-094451,TL527-AC,ST GUCHI,527AC TUBULAR LOCK,1,62,62,0,62,62
1/11/2025 14:49,T01-094452,"ER (E11) 25MM X 1/2""",,"25MMx1/2"" POLY FEMALE BEND",1,2.9,2.9,0,2.9,2.9
1/11/2025 14:51,T01-094453,820A-20M NYLON ROPE 20M,CHINA STOCK,92011 NYLON ROPE 20M,1,8.5,8.5,0,8.5,8.5
1/11/2025 14:51,T01-094453,VT-230-BROWN,,300ML VITAL NAIL-MAX BRN,1,10.9,10.9,0,10.9,10.9
1/11/2025 14:51,T01-094453,"1-1/2""S/PULLEY BLOCK/51-EP104",,"1-1/2"" SINGLE PULLEY BLOCK",1,5.8,5.8,0,5.8,5.8
1/11/2025 14:55,T01-094454,10A PVC CONNECTOR,CHINA STOCK,10A PVC CONNECTOR,1,2.3,2.3,0,2.3,2.3
1/11/2025 15:01,T01-094455,UPT13AB,,PT130 13A PLUG TOP,1,7.2,7.2,0,7.18,7.18
1/11/2025 15:01,T01-094455,T-THT11561,,"THT11561 6"" CABLE CUTTER",1,24.9,24.9,0,24.82,24.82
1/11/2025 15:04,T01-094456,30CM X 0.9MM STEEL RULER,CHINA STOCK,"12""/30CM  STEEL RULER",1,5.5,5.5,0,5.5,5.5
1/11/2025 15:06,T01-094457,"4"" X 5.8M UPVC PIPE (3E) -FEET",,"4"" X 5.8M UPVC PIPE (3E)",1,6,6,0,6,6
1/11/2025 15:07,T01-094458,LH-1015 AIR-COND BRACKET,,LH1015 AIR-COND BRAC,1,23.5,23.5,0,23.5,23.5
1/11/2025 15:27,T01-094459,W125-00/ WRXH3240-GY,,"1-1/4""+1-1/2"" PVC B/TRAP",1,19,19,0,19,19
1/11/2025 15:27,T01-094459,ARTLINE 210 0.6MM BLK PEN,,ARTLINE 210 BLK PEN,1,3.9,3.9,0,3.9,3.9
1/11/2025 15:31,T01-094460,30# SAMURAI STANDARD,,SAMURAI SPRAY PAINT 30#,1,10.9,10.9,0,10.9,10.9
1/11/2025 15:34,T01-094461,SODA POWDER,,SODA POWDER 100G,7,5,35,0,35,35
1/11/2025 15:36,T01-094462,HG/PM-W&D SAND PAPER,,W& D SAND PAPER,15,1,15,0,15,15
1/11/2025 15:36,T01-094462,24MM X 10Y EVA BLACK FOAM DOUBLE SIDED TAPE,,24MMx10Y BLK FOAM TAPE,1,7,7,0,7,7
1/11/2025 15:38,T01-094463,MRX1.2M(HD)P,,PVC H/D P/HOSE MORIX 1.2M,1,30,30,0,30,30
1/11/2025 15:39,T01-094464,SLS-046/2503004010,,"W.MAN 3/4"" PVC CASING",1,3.9,3.9,0,3.9,3.9
1/11/2025 15:47,T01-094465,SBHY-K14,,S/S CABLE TIE 300MM,1,9.5,9.5,0,9.5,9.5
1/11/2025 15:47,T01-094465,07049(R010),,"1/2"" WASHER SHOWER",1,1.8,1.8,0,1.8,1.8
1/11/2025 15:51,T01-094466,3906-300-24-100P,CHINA STOCK,"12"" X 24T SAW BLADE",1,5.5,5.5,0,5.43,5.43
1/11/2025 15:51,T01-094466,"1/2"" PVC CLASS 7 PIPE",,"1/2"" PVC CLASS 7 PIPE",5.5,2.3,12.65,0,12.5,12.5
1/11/2025 15:51,T01-094466,1-1 PVC BIB TAP BLUE HEAD,CHINA STOCK,1-1 PVC BIB TAP BLUE HEAD,1,5.5,5.5,0,5.43,5.43
1/11/2025 15:51,T01-094466,"1/2"" (15MM)  PVC P/T TEE",,"1/2"" PVC P/T TEE",1,1.3,1.3,0,1.29,1.29
1/11/2025 15:51,T01-094466,"1/2"" ACETAL NIPPLE",,"1/2"" ACETAL NIPPLE",1,1.8,1.8,0,1.78,1.78
1/11/2025 15:51,T01-094466,"1/2"" X 90 (15MM) PVC EQUAL ELB",,"1/2"" PVC EQUAL ELBOW",2,0.8,1.6,0,1.58,1.58
1/11/2025 15:51,T01-094466,"1/2"" (15MM) PVC EQUAL SOCKET",,"1/2"" PVC SOCKET",2,0.6,1.2,0,1.18,1.18
